period,addressId,diceName,bet_count
2012-04-26 00:00,3517636,lessthan 32768,3
2012-04-26 00:00,3517367,lessthan 48000,5
2012-04-26 01:00,3524394,lessthan 32000,19
2012-04-26 01:00,3517636,lessthan 32768,4
2012-04-26 01:00,3517367,lessthan 48000,14
2012-04-26 02:00,3524394,lessthan 32000,4
2012-04-26 02:00,3517636,lessthan 32768,0
2012-04-26 02:00,3517367,lessthan 48000,0
2012-04-26 03:00,3524394,lessthan 32000,7
2012-04-26 03:00,3517636,lessthan 32768,2
2012-04-26 03:00,3517367,lessthan 48000,0
2012-04-26 04:00,3524394,lessthan 32000,0
2012-04-26 04:00,3517636,lessthan 32768,0
2012-04-26 04:00,3517367,lessthan 48000,0
2012-04-26 05:00,3524394,lessthan 32000,0
2012-04-26 05:00,3517636,lessthan 32768,1
2012-04-26 05:00,3517367,lessthan 48000,0
2012-04-26 06:00,3524394,lessthan 32000,5
2012-04-26 06:00,3517636,lessthan 32768,2
2012-04-26 06:00,3517367,lessthan 48000,0
2012-04-26 07:00,3524394,lessthan 32000,0
2012-04-26 07:00,3517636,lessthan 32768,3
2012-04-26 07:00,3517367,lessthan 48000,1
2012-04-26 08:00,3524394,lessthan 32000,0
2012-04-26 08:00,3517636,lessthan 32768,1
2012-04-26 08:00,3517367,lessthan 48000,0
2012-04-26 09:00,3524394,lessthan 32000,0
2012-04-26 09:00,3517636,lessthan 32768,2
2012-04-26 09:00,3517367,lessthan 48000,0
2012-04-26 10:00,3524394,lessthan 32000,0
2012-04-26 10:00,3517636,lessthan 32768,0
2012-04-26 10:00,3517367,lessthan 48000,1
2012-04-26 11:00,3524394,lessthan 32000,0
2012-04-26 11:00,3517636,lessthan 32768,0
2012-04-26 11:00,3517367,lessthan 48000,0
2012-04-26 12:00,3524394,lessthan 32000,0
2012-04-26 12:00,3517636,lessthan 32768,0
2012-04-26 12:00,3517367,lessthan 48000,0
2012-04-26 13:00,3524394,lessthan 32000,0
2012-04-26 13:00,3517636,lessthan 32768,0
2012-04-26 13:00,3517367,lessthan 48000,0
2012-04-26 14:00,3524394,lessthan 32000,0
2012-04-26 14:00,3517636,lessthan 32768,1
2012-04-26 14:00,3517367,lessthan 48000,0
2012-04-26 15:00,3524394,lessthan 32000,2
2012-04-26 15:00,3517636,lessthan 32768,1
2012-04-26 15:00,3517367,lessthan 48000,0
2012-04-26 16:00,3524394,lessthan 32000,0
2012-04-26 16:00,3517636,lessthan 32768,0
2012-04-26 16:00,3517367,lessthan 48000,0
2012-04-26 17:00,3524394,lessthan 32000,0
2012-04-26 17:00,3517636,lessthan 32768,0
2012-04-26 17:00,3517367,lessthan 48000,5
2012-04-26 18:00,3524394,lessthan 32000,0
2012-04-26 18:00,3517636,lessthan 32768,0
2012-04-26 18:00,3517367,lessthan 48000,0
2012-04-26 19:00,3524394,lessthan 32000,0
2012-04-26 19:00,3517636,lessthan 32768,0
2012-04-26 19:00,3517367,lessthan 48000,0
2012-04-26 20:00,3524394,lessthan 32000,0
2012-04-26 20:00,3517636,lessthan 32768,0
2012-04-26 20:00,3517367,lessthan 48000,0
2012-04-26 21:00,3524394,lessthan 32000,0
2012-04-26 21:00,3517636,lessthan 32768,2
2012-04-26 21:00,3517367,lessthan 48000,3
2012-04-26 22:00,3524394,lessthan 32000,3
2012-04-26 22:00,3517636,lessthan 32768,1
2012-04-26 22:00,3517367,lessthan 48000,0
2012-04-26 23:00,3524394,lessthan 32000,0
2012-04-26 23:00,3517636,lessthan 32768,0
2012-04-26 23:00,3517367,lessthan 48000,0
2012-04-27 00:00,3524394,lessthan 32000,5
2012-04-27 00:00,3517636,lessthan 32768,0
2012-04-27 00:00,3517367,lessthan 48000,0
2012-04-27 01:00,3524394,lessthan 32000,3
2012-04-27 01:00,3517636,lessthan 32768,0
2012-04-27 01:00,3517367,lessthan 48000,1
2012-04-27 02:00,3524394,lessthan 32000,0
2012-04-27 02:00,3517636,lessthan 32768,0
2012-04-27 02:00,3517367,lessthan 48000,0
2012-04-27 03:00,3524394,lessthan 32000,2
2012-04-27 03:00,3517636,lessthan 32768,0
2012-04-27 03:00,3517367,lessthan 48000,0
2012-04-27 04:00,3524394,lessthan 32000,0
2012-04-27 04:00,3517636,lessthan 32768,4
2012-04-27 04:00,3517367,lessthan 48000,0
2012-04-27 05:00,3524394,lessthan 32000,5
2012-04-27 05:00,3517636,lessthan 32768,2
2012-04-27 05:00,3517367,lessthan 48000,0
2012-04-27 06:00,3524394,lessthan 32000,1
2012-04-27 06:00,3517636,lessthan 32768,0
2012-04-27 06:00,3517367,lessthan 48000,1
2012-04-27 07:00,3524394,lessthan 32000,0
2012-04-27 07:00,3517636,lessthan 32768,0
2012-04-27 07:00,3517367,lessthan 48000,0
2012-04-27 08:00,3524394,lessthan 32000,0
2012-04-27 08:00,3517636,lessthan 32768,1
2012-04-27 08:00,3517367,lessthan 48000,0
2012-04-27 09:00,3524394,lessthan 32000,0
2012-04-27 09:00,3517636,lessthan 32768,0
2012-04-27 09:00,3517367,lessthan 48000,0
2012-04-27 10:00,3524394,lessthan 32000,0
2012-04-27 10:00,3517636,lessthan 32768,0
2012-04-27 10:00,3517367,lessthan 48000,0
2012-04-27 11:00,3524394,lessthan 32000,0
2012-04-27 11:00,3517636,lessthan 32768,2
2012-04-27 11:00,3517367,lessthan 48000,0
2012-04-27 12:00,3524394,lessthan 32000,1
2012-04-27 12:00,3517636,lessthan 32768,2
2012-04-27 12:00,3517367,lessthan 48000,0
2012-04-27 13:00,3524394,lessthan 32000,3
2012-04-27 13:00,3517636,lessthan 32768,0
2012-04-27 13:00,3517367,lessthan 48000,0
2012-04-27 14:00,3524394,lessthan 32000,1
2012-04-27 14:00,3517636,lessthan 32768,0
2012-04-27 14:00,3517367,lessthan 48000,0
2012-04-27 15:00,3524394,lessthan 32000,0
2012-04-27 15:00,3517636,lessthan 32768,0
2012-04-27 15:00,3517367,lessthan 48000,0
2012-04-27 16:00,3524394,lessthan 32000,1
2012-04-27 16:00,3517636,lessthan 32768,1
2012-04-27 16:00,3517367,lessthan 48000,2
2012-04-27 17:00,3524394,lessthan 32000,0
2012-04-27 17:00,3517636,lessthan 32768,0
2012-04-27 17:00,3517367,lessthan 48000,0
2012-04-27 18:00,3524394,lessthan 32000,0
2012-04-27 18:00,3517636,lessthan 32768,2
2012-04-27 18:00,3517367,lessthan 48000,0
2012-04-27 19:00,3524394,lessthan 32000,0
2012-04-27 19:00,3517636,lessthan 32768,0
2012-04-27 19:00,3517367,lessthan 48000,2
2012-04-27 20:00,3524394,lessthan 32000,1
2012-04-27 20:00,3517636,lessthan 32768,0
2012-04-27 20:00,3517367,lessthan 48000,3
2012-04-27 21:00,3524394,lessthan 32000,2
2012-04-27 21:00,3517636,lessthan 32768,0
2012-04-27 21:00,3517367,lessthan 48000,0
2012-04-27 22:00,3524394,lessthan 32000,1
2012-04-27 22:00,3517636,lessthan 32768,0
2012-04-27 22:00,3517367,lessthan 48000,0
2012-04-27 23:00,3524394,lessthan 32000,0
2012-04-27 23:00,3517636,lessthan 32768,2
2012-04-27 23:00,3517367,lessthan 48000,1
2012-04-28 00:00,3524394,lessthan 32000,0
2012-04-28 00:00,3517636,lessthan 32768,0
2012-04-28 00:00,3517367,lessthan 48000,0
2012-04-28 01:00,3524394,lessthan 32000,0
2012-04-28 01:00,3517636,lessthan 32768,1
2012-04-28 01:00,3517367,lessthan 48000,0
2012-04-28 02:00,3524394,lessthan 32000,1
2012-04-28 02:00,3517636,lessthan 32768,3
2012-04-28 02:00,3517367,lessthan 48000,4
2012-04-28 03:00,3524394,lessthan 32000,3
2012-04-28 03:00,3517636,lessthan 32768,3
2012-04-28 03:00,3517367,lessthan 48000,0
2012-04-28 04:00,3524394,lessthan 32000,2
2012-04-28 04:00,3517636,lessthan 32768,1
2012-04-28 04:00,3517367,lessthan 48000,5
2012-04-28 05:00,3524394,lessthan 32000,2
2012-04-28 05:00,3517636,lessthan 32768,0
2012-04-28 05:00,3517367,lessthan 48000,10
2012-04-28 06:00,3524394,lessthan 32000,1
2012-04-28 06:00,3517636,lessthan 32768,0
2012-04-28 06:00,3517367,lessthan 48000,3
2012-04-28 07:00,3524394,lessthan 32000,0
2012-04-28 07:00,3517636,lessthan 32768,8
2012-04-28 07:00,3517367,lessthan 48000,3
2012-04-28 08:00,3524394,lessthan 32000,2
2012-04-28 08:00,3517636,lessthan 32768,6
2012-04-28 08:00,3517367,lessthan 48000,8
2012-04-28 09:00,3524394,lessthan 32000,0
2012-04-28 09:00,3517636,lessthan 32768,0
2012-04-28 09:00,3517367,lessthan 48000,0
2012-04-28 10:00,3524394,lessthan 32000,2
2012-04-28 10:00,3517636,lessthan 32768,1
2012-04-28 10:00,3517367,lessthan 48000,0
2012-04-28 11:00,3524394,lessthan 32000,0
2012-04-28 11:00,3517636,lessthan 32768,0
2012-04-28 11:00,3517367,lessthan 48000,0
2012-04-28 12:00,3524394,lessthan 32000,0
2012-04-28 12:00,3517636,lessthan 32768,0
2012-04-28 12:00,3517367,lessthan 48000,0
2012-04-28 13:00,3524394,lessthan 32000,5
2012-04-28 13:00,3517636,lessthan 32768,0
2012-04-28 13:00,3517367,lessthan 48000,0
2012-04-28 14:00,3524394,lessthan 32000,0
2012-04-28 14:00,3517636,lessthan 32768,2
2012-04-28 14:00,3517367,lessthan 48000,0
2012-04-28 15:00,3524394,lessthan 32000,0
2012-04-28 15:00,3517636,lessthan 32768,0
2012-04-28 15:00,3517367,lessthan 48000,1
2012-04-28 16:00,3524394,lessthan 32000,0
2012-04-28 16:00,3517636,lessthan 32768,0
2012-04-28 16:00,3517367,lessthan 48000,0
2012-04-28 17:00,3524394,lessthan 32000,0
2012-04-28 17:00,3517636,lessthan 32768,0
2012-04-28 17:00,3517367,lessthan 48000,9
2012-04-28 18:00,3524394,lessthan 32000,2
2012-04-28 18:00,3517636,lessthan 32768,1
2012-04-28 18:00,3517367,lessthan 48000,8
2012-04-28 19:00,3524394,lessthan 32000,4
2012-04-28 19:00,3517636,lessthan 32768,25
2012-04-28 19:00,3517367,lessthan 48000,1
2012-04-28 20:00,3524394,lessthan 32000,1
2012-04-28 20:00,3517636,lessthan 32768,1
2012-04-28 20:00,3517367,lessthan 48000,0
2012-04-28 21:00,3524394,lessthan 32000,7
2012-04-28 21:00,3517636,lessthan 32768,10
2012-04-28 21:00,3517367,lessthan 48000,4
2012-04-28 22:00,3524394,lessthan 32000,0
2012-04-28 22:00,3517636,lessthan 32768,11
2012-04-28 22:00,3517367,lessthan 48000,0
2012-04-28 23:00,3524394,lessthan 32000,1
2012-04-28 23:00,3517636,lessthan 32768,15
2012-04-28 23:00,3517367,lessthan 48000,0
2012-04-29 00:00,3524394,lessthan 32000,1
2012-04-29 00:00,3517636,lessthan 32768,11
2012-04-29 00:00,3517367,lessthan 48000,1
2012-04-29 01:00,3524394,lessthan 32000,0
2012-04-29 01:00,3517636,lessthan 32768,15
2012-04-29 01:00,3517367,lessthan 48000,0
2012-04-29 02:00,3524394,lessthan 32000,0
2012-04-29 02:00,3517636,lessthan 32768,1
2012-04-29 02:00,3517367,lessthan 48000,0
2012-04-29 03:00,3524394,lessthan 32000,32
2012-04-29 03:00,3517636,lessthan 32768,10
2012-04-29 03:00,3517367,lessthan 48000,3
2012-04-29 04:00,3524394,lessthan 32000,22
2012-04-29 04:00,3517636,lessthan 32768,11
2012-04-29 04:00,3517367,lessthan 48000,1
2012-04-29 05:00,3524394,lessthan 32000,18
2012-04-29 05:00,3517636,lessthan 32768,2
2012-04-29 05:00,3517367,lessthan 48000,2
2012-04-29 06:00,3524394,lessthan 32000,36
2012-04-29 06:00,3517636,lessthan 32768,10
2012-04-29 06:00,3517367,lessthan 48000,0
2012-04-29 07:00,3524394,lessthan 32000,32
2012-04-29 07:00,3517636,lessthan 32768,6
2012-04-29 07:00,3517367,lessthan 48000,0
2012-04-29 08:00,3524394,lessthan 32000,1
2012-04-29 08:00,3517636,lessthan 32768,0
2012-04-29 08:00,3517367,lessthan 48000,0
2012-04-29 09:00,3524394,lessthan 32000,0
2012-04-29 09:00,3517636,lessthan 32768,8
2012-04-29 09:00,3517367,lessthan 48000,0
2012-04-29 10:00,3524394,lessthan 32000,3
